m,score,5m/6,gap,a : R/(5m/6)*100,average,(ave-a)^2,S : standard deviation,Δ: 1.96*S/√1000,confidence interval
1506,1077,1255,178,85.81673307,,2.679636052,,,
1324,945,1103.33,158.333,85.64980559,,3.254007845,,,
1493,1038,1244.17,206.167,83.42911338,,16.19723673,,,
1148,821,956.667,135.667,85.81878543,,2.672921,,,
1408,1046,1173.33,127.333,89.14798053,,2.870612078,,,
1167,869,972.5,103.5,89.35732648,,3.623822475,,,
1490,1067,1241.67,174.667,85.93265521,,2.313554303,,,
1299,973,1082.5,109.5,89.88452656,,5.908954416,,,
1472,1056,1226.67,170.667,86.08672259,,1.868606624,,,
1413,1056,1177.5,121.5,89.68152866,,4.963254145,,,
1209,882,1007.5,125.5,87.54342432,,0.008051806,,,
1308,938,1090,152,86.05504587,,1.956212279,,,
1322,966,1101.67,135.667,87.68505995,,0.053530917,,,
1277,911,1064.17,153.167,85.606623,,3.411665583,,,
1187,871,989.167,118.167,88.05388777,,0.360234406,,,
1292,899,1076.67,177.667,83.4981935,,15.64597199,,,
1410,1063,1175,112,90.46808511,,9.086563027,,,
1229,860,1024.17,164.167,83.9704346,,12.13308535,,,
1353,1019,1127.5,108.5,90.37694013,,8.545376958,,,
1306,954,1088.33,134.333,87.65723632,,0.041430101,,,
1405,1028,1170.83,142.833,87.80096171,,0.120595933,,,
1426,987,1188.33,201.333,83.05773649,,19.32442891,,,
1428,1106,1190,84,92.94117647,,30.11248077,,,
1319,917,1099.17,182.167,83.42658551,,16.21759035,,,
1677,1205,1397.5,192.5,86.2254025,,1.508696215,,,
1249,937,1040.83,103.833,90.02430752,,6.608061806,,,
1364,966,1136.67,170.667,84.98508802,,6.09400788,,,
1395,980,1162.5,182.5,84.30107527,,9.938995154,,,
1336,984,1113.33,129.333,88.38349815,,0.864538629,,,
1099,763,915.833,152.833,83.31213223,,17.15252111,,,
1239,937,1032.5,95.5,90.75060533,,10.86963445,,,
1367,1018,1139.17,121.167,89.36330837,,3.646632938,,,
1455,1042,1212.5,170.5,85.93814433,,2.296886135,,,
1446,1048,1205,157,86.97095436,,0.233036076,,,
1481,1099,1234.17,135.167,89.04770007,,2.540860273,,,
1387,1044,1155.83,111.833,90.32470173,,8.242694226,,,
1308,978,1090,112,89.72477064,,5.15779611,,,
1394,990,1161.67,171.667,85.2221371,,4.979839344,,,
1131,828,942.5,114.5,87.85145889,,0.15821813,,,
1405,1019,1170.83,151.833,87.03227625,,0.177591623,,,
1516,1061,1263.33,202.333,83.98439046,,12.03605637,,,
1214,855,1011.67,156.667,84.51372483,,8.643409658,,,
1471,1068,1225.83,157.833,87.12464208,,0.108274153,,,
1324,925,1103.33,178.333,83.83711129,,13.07965936,,,
1155,846,962.5,116.5,87.8961039,,0.195727879,,,
1409,1056,1174.17,118.167,89.93586959,,6.16120332,,,
1178,856,981.667,125.667,87.19861216,,0.065065961,,,
1343,1011,1119.17,108.167,90.33480168,,8.300790357,,,
1396,1023,1163.33,140.333,87.93721472,,0.233793776,,,
1458,1049,1215,166,86.33744856,,1.246000445,,,
1260,907,1050,143,86.38095238,,1.150771277,,,
1453,1085,1210.83,125.833,89.60795487,,4.640846548,,,
1123,787,935.833,148.833,84.09620092,,11.27274941,,,
1268,929,1056.67,127.667,87.91770373,,0.215306458,,,
1357,998,1130.83,132.833,88.25376051,,0.640108888,,,
1303,987,1085.83,98.8333,90.8982069,,11.86467974,,,
1349,934,1124.17,190.167,83.0835194,,19.0984126,,,
1296,928,1080,152,85.92592593,,2.334070583,,,
1501,1096,1250.83,154.833,87.62181911,,0.028266571,,,
1362,1027,1135,108,90.4845815,,9.186288359,,,
1202,916,1001.67,85.6667,91.44728304,,15.9487657,,,
1372,998,1143.33,145.333,87.28888422,,0.027161755,,,
1116,804,930,126,86.4516129,,1.004163438,,,
1580,1185,1316.67,131.667,89.99977215,,6.4825218,,,
1390,1033,1158.33,125.333,89.18011275,,2.980527013,,,
1327,990,1105.83,115.833,89.52551477,,4.292447691,,,
1160,832,966.667,134.667,86.06893584,,1.917550901,,,
1496,1108,1246.67,138.667,88.87676771,,2.025143165,,,
1206,872,1005,133,86.76616915,,0.472688296,,,
1237,907,1030.83,123.833,87.98735,,0.284790369,,,
1323,955,1102.5,147.5,86.62131519,,0.692851915,,,
1412,1052,1176.67,124.667,89.40484588,,3.806999663,,,
1394,1021,1161.67,140.667,87.89070907,,0.190983513,,,
1445,1107,1204.17,97.1667,91.93054137,,20.04217615,,,
1344,995,1120,125,88.83928571,,1.919868666,,,
1289,973,1074.17,101.167,90.5815653,,9.783588513,,,
1253,906,1044.17,138.167,86.76748039,,0.470887003,,,
1219,896,1015.83,119.833,88.20373488,,0.562563627,,,
1357,1016,1130.83,114.833,89.8455117,,5.720799295,,,
1289,970,1074.17,104.167,90.3022799,,8.114450402,,,
1247,907,1039.17,132.167,87.28119557,,0.029755177,,,
1363,984,1135.83,151.833,86.63268271,,0.674057013,,,
1309,935,1090.83,155.833,85.71454764,,3.024624712,,,
1333,971,1110.83,139.833,87.41211527,,0.001728663,,,
1328,1002,1106.67,104.667,90.54189596,,9.537000846,,,
1267,932,1055.83,123.833,88.27178618,,0.669277331,,,
1422,989,1185,196,83.45991561,,15.95025351,,,
1186,903,988.333,85.3333,91.36596673,,15.30588999,,,
1406,1036,1171.67,135.667,88.42080108,,0.935299081,,,
1368,959,1140,181,84.12280702,,11.09479783,,,
1346,948,1121.67,173.667,84.5168365,,8.625122914,,,
1302,952,1085,133,87.74193548,,0.083084041,,,
1410,1019,1175,156,86.72340426,,0.533320862,,,
1111,818,925.833,107.833,88.35286709,,0.808515022,,,
1254,911,1045,134,87.17703349,,0.076540184,,,
1428,1008,1190,182,84.70588235,,7.550460384,,,
1265,926,1054.17,128.167,87.84161947,,0.150487368,,,
1457,1062,1214.17,152.167,87.46715864,,0.000181338,,,
1514,1136,1261.67,125.667,90.03939223,,6.685843322,,,
