m,score,5m/6,gap,a : R/(5m/6)*100,average,(ave-a)^2,S : standard deviation,Δ: 1.96*S/√1000,confidence interval
1158,814,965,151,84.35233161,,2.859843279,,,
1133,744,944.167,200.167,78.79961914,,14.91199592,,,
1046,749,871.667,122.667,85.9273094,,10.66731062,,,
1104,760,920,160,82.60869565,,0.002759279,,,
1133,788,944.167,156.167,83.45981166,,0.637741476,,,
1084,762,903.333,141.333,84.35427467,,2.86641891,,,
1095,769,912.5,143.5,84.2739726,,2.600956475,,,
1134,786,945,159,83.17460317,,0.263557674,,,
1072,735,893.333,158.333,82.2761501,,0.148282283,,,
1059,741,882.5,141.5,83.96600567,,1.702453917,,,
1046,731,871.667,140.667,83.86230063,,1.442583885,,,
1106,774,921.667,147.667,83.97826981,,1.734608372,,,
1106,745,921.667,176.667,80.83179717,,3.346804328,,,
1090,742,908.333,166.333,81.68810337,,0.946964711,,,
1171,818,975.833,157.833,83.82581856,,1.356279341,,,
1158,800,965,165,82.9015544,,0.057758468,,,
1052,706,876.667,170.667,80.53228877,,4.532367296,,,
1031,701,859.167,158.167,81.590657,,1.146114757,,,
1123,778,935.833,157.833,83.13449088,,0.223981072,,,
1058,733,881.667,148.667,83.13796479,,0.227281311,,,
1048,710,873.333,163.333,81.29774095,,1.859087355,,,
1071,750,892.5,142.5,84.03361345,,1.883451445,,,
1085,732,904.167,172.167,80.9584955,,2.899286016,,,
1090,743,908.333,165.333,81.79819516,,0.744819633,,,
1066,733,888.333,155.333,82.51410226,,0.021644952,,,
1113,764,927.5,163.5,82.37196765,,0.083669517,,,
1091,742,909.167,167.167,81.61316898,,1.098420357,,,
1109,762,924.167,162.167,82.45263031,,0.04351153,,,
1080,716,900,184,79.55555556,,9.64517953,,,
1108,797,923.333,126.333,86.31772069,,13.36996448,,,
1103,748,919.167,171.167,81.37803033,,1.646587264,,,
1017,694,847.5,153.5,81.8879056,,0.598022098,,,
1168,814,973.333,159.333,83.63016563,,0.938846927,,,
1100,757,916.667,159.667,82.58178815,,0.006310132,,,
1154,794,961.667,167.667,82.56496272,,0.009266329,,,
1097,764,914.167,150.167,83.57335148,,0.831975641,,,
1145,775,954.167,179.167,81.22267905,,2.069412986,,,
1078,749,898.333,149.333,83.37665431,,0.511839833,,,
1015,687,845.833,158.833,81.22170689,,2.072210934,,,
1150,800,958.333,158.333,83.47828991,,0.667595893,,,
1056,709,880,171,80.56818182,,4.380827626,,,
1064,725,886.667,161.667,81.76688655,,0.799840344,,,
1082,719,901.667,182.667,79.74119048,,8.526598597,,,
1055,734,879.167,145.167,83.48812,,0.683756192,,,
1156,808,963.333,155.333,83.87546155,,1.474371634,,,
1062,734,885,151,82.93785311,,0.076523392,,,
1106,740,921.667,181.667,80.28930188,,5.626016846,,,
1083,743,902.5,159.5,82.32686981,,0.111793055,,,
1060,734,883.333,149.333,83.09437098,,0.187615881,,,
1053,736,877.5,141.5,83.87464387,,1.472386603,,,
1050,719,875,156,82.17142857,,0.239900042,,,
1157,790,964.167,174.167,81.93601316,,0.525931474,,,
1123,781,935.833,154.833,83.45506089,,0.630176234,,,
1083,739,902.5,163.5,81.88365651,,0.604611964,,,
1078,736,898.333,162.333,81.92952947,,0.535377598,,,
1093,752,910.833,158.833,82.56178685,,0.009887845,,,
1049,734,874.167,140.167,83.96564958,,1.701524826,,,
