m,score,5m/6,gap,a : R/(5m/6)*100,average,(ave-a)^2,S : standard deviation,Δ: 1.96*S/√1000,confidence interval
1060,804,883.333,79.3333,91.01890227,,7.117237308,,,
1074,786,895,109,87.82122905,,0.280749648,,,
1031,769,859.167,90.1667,89.5052999,,1.332206982,,,
1172,873,976.667,103.667,89.38563502,,1.070289217,,,
1047,771,872.5,101.5,88.36676218,,0.000245705,,,
1138,821,948.333,127.333,86.5729654,,3.161717088,,,
1167,856,972.5,116.5,88.02056555,,0.109244553,,,
1118,811,931.667,120.667,87.04826939,,1.697334214,,,
1095,796,912.5,116.5,87.23287671,,1.250394672,,,
1090,805,908.333,103.333,88.62388573,,0.074419045,,,
1135,829,945.833,116.833,87.64760798,,0.494882997,,,
1113,821,927.5,106.5,88.51752022,,0.027699952,,,
1088,782,906.667,124.667,86.24996829,,4.41470063,,,
1084,789,903.333,114.333,87.34320566,,1.015825175,,,
1059,763,882.5,119.5,86.45892351,,3.580283382,,,
1005,756,837.5,81.5,90.26865672,,3.677072889,,,
1219,904,1015.83,111.833,88.99126822,,0.409831756,,,
1008,742,840,98,88.33333333,,0.000315199,,,
1209,879,1007.5,128.5,87.24565757,,1.221974649,,,
1048,768,873.333,105.333,87.93896486,,0.169844813,,,
1066,787,888.333,101.333,88.59290379,,0.058475267,,,
1099,792,915.833,123.833,86.4786484,,3.506027023,,,
1122,822,935,113,87.9144385,,0.190662076,,,
1055,768,879.167,111.167,87.35541712,,0.991358895,,,
1052,778,876.667,98.6667,88.7452134,,0.155335473,,,
1088,794,906.667,112.667,87.57349722,,0.604646168,,,
1116,810,930,120,87.09677419,,1.573301093,,,
1086,811,905,94,89.61325967,,1.593079366,,,
1068,797,890,93,89.5505618,,1.438739335,,,
1102,821,918.333,97.3333,89.40112138,,1.1025718,,,
1032,740,860,120,86.04651163,,5.311068521,,,
1082,787,901.667,114.667,87.28277734,,1.141285926,,,
1068,780,890,110,87.64044944,,0.505006014,,,
1124,825,936.667,111.667,88.07826047,,0.074434419,,,
1106,821,921.667,100.667,89.07772547,,0.528003189,,,
1029,737,857.5,120.5,85.94752187,,5.777126267,,,
1144,848,953.333,105.333,88.95108005,,0.359991435,,,
1006,736,838.333,102.333,87.79327546,,0.311153921,,,
1097,814,914.167,100.167,89.04281165,,0.478482732,,,
1124,829,936.667,107.667,88.50530658,,0.023783621,,,
1048,789,873.333,84.3333,90.34354593,,3.969891841,,,
1067,788,889.167,101.167,88.62227231,,0.073541367,,,
1031,749,859.167,110.167,87.17746375,,1.377391973,,,
1020,742,850,108,87.29411765,,1.117184615,,,
1043,772,869.167,97.1667,88.82067543,,0.220513114,,,
1156,841,963.333,122.333,87.30106827,,1.102539732,,,
1082,799,901.667,102.667,88.61364561,,0.068936926,,,
1017,757,847.5,90.5,89.32153392,,0.941766862,,,
1068,777,890,113,87.30337079,,1.097709662,,,
1062,779,885,106,88.02259887,,0.107904576,,,
1099,826,915.833,89.8333,90.19111563,,3.385704657,,,
1127,815,939.167,124.167,86.77902865,,2.471368054,,,
1116,807,930,123,86.77419355,,2.486593557,,,
1166,872,971.667,99.6667,89.74267933,,1.936528694,,,
1094,798,911.667,113.667,87.53196068,,0.670968234,,,
1064,796,886.667,90.6667,89.77440234,,2.025826018,,,
1184,876,986.667,110.667,88.78375379,,0.187200386,,,
1152,868,960,92,90.41666667,,4.266618574,,,
1129,830,940.833,110.833,88.21969467,,0.017263993,,,
1100,825,916.667,91.6667,89.99996727,,2.718805527,,,
1060,768,883.333,115.333,86.94342904,,1.981501481,,,
1003,742,835.833,93.8333,88.77371437,,0.17861373,,,
1161,844,967.5,123.5,87.23514212,,1.245333402,,,
1098,822,915,93,89.83606557,,2.2051608,,,
1072,792,893.333,101.333,88.6567495,,0.093429447,,,
1099,822,915.833,93.8333,89.75435478,,1.969159925,,,
1060,795,883.333,88.3333,90.00003396,,2.719025458,,,
1105,821,920.833,99.8333,89.15840332,,0.651759326,,,
1021,736,850.833,114.833,86.5034619,,3.413719207,,,
1030,756,858.333,102.333,88.07770411,,0.07473831,,,
1047,750,872.5,122.5,85.95988539,,5.717846064,,,
1079,803,899.167,96.1667,89.30487885,,0.909718529,,,
1110,798,925,127,86.27027027,,4.329799053,,,
1171,867,975.833,108.833,88.84716955,,0.246097704,,,
1136,851,946.667,95.6667,89.89433454,,2.381612396,,,
1040,763,866.667,103.667,88.03842768,,0.097755971,,,
1040,761,866.667,105.667,87.80765854,,0.295314703,,,
1153,851,960.833,109.833,88.56898129,,0.047477839,,,
1132,833,943.333,110.333,88.30391813,,0.00222492,,,
1072,780,893.333,113.333,87.31346542,,1.076658947,,,
1043,773,869.167,96.1667,88.93572812,,0.341805013,,,
1029,764,857.5,93.5,89.09620991,,0.555207872,,,
1053,785,877.5,92.5,89.45868946,,1.226782786,,,
1051,766,875.833,109.833,87.45959561,,0.794757241,,,
1053,771,877.5,106.5,87.86324786,,0.237987209,,,
1023,759,852.5,93.5,89.03225806,,0.46399376,,,
1086,811,905,94,89.61325967,,1.593079366,,,
1060,779,883.333,104.333,88.18871252,,0.026365532,,,
1052,767,876.667,109.667,87.49046103,,0.740677387,,,
1055,775,879.167,104.167,88.15162535,,0.039785027,,,
1113,817,927.5,110.5,88.08625337,,0.070136953,,,
1129,819,940.833,121.833,87.050518,,1.691480222,,,
1115,810,929.167,119.167,87.17485662,,1.383518356,,,
1074,798,895,97,89.16201117,,0.657597707,,,
1120,792,933.333,141.333,84.85717316,,12.20743523,,,
1059,788,882.5,94.5,89.2917847,,0.88491181,,,
1165,857,970.833,113.833,88.27470842,,0.005833716,,,
1029,748,857.5,109.5,87.2303207,,1.256117526,,,
1082,785,901.667,116.667,87.06096597,,1.664412772,,,
1006,713,838.333,125.333,85.04973561,,10.89892228,,,
1008,737,840,103,87.73809524,,0.375759133,,,
1152,847,960,113,88.22916667,,0.014864614,,,
1099,804,915.833,111.833,87.78893095,,0.316019637,,,
1038,759,865,106,87.74566474,,0.366536343,,,
1063,788,885.833,97.8333,88.95581899,,0.365700545,,,
1000,744,833.333,89.3333,89.28003571,,0.862945357,,,
1124,826,936.667,110.667,88.185022,,0.027577648,,,
1115,816,929.167,113.167,87.8205963,,0.281420587,,,
1003,748,835.833,87.8333,89.49156111,,1.30068077,,,
1156,877,963.333,86.3333,91.03809378,,7.220004441,,,
1074,790,895,105,88.26815642,,0.006877512,,,
1053,781,877.5,96.5,89.002849,,0.424793461,,,
1057,763,880.833,117.833,86.62254934,,2.98784311,,,
1097,812,914.167,102.167,88.82403325,,0.223677971,,,
1069,790,890.833,100.833,88.68104347,,0.108871149,,,
1144,832,953.333,121.333,87.27275779,,1.1627943,,,
1079,802,899.167,97.1667,89.1936648,,0.709937034,,,
1104,799,920,121,86.84782609,,2.259793944,,,
1087,801,905.833,104.833,88.42689547,,0.005746895,,,
1102,805,918.333,113.333,87.658834,,0.479214485,,,
1090,823,908.333,85.3333,90.60553784,,5.082547719,,,
1024,752,853.333,101.333,88.12503442,,0.051099853,,,
1080,813,900,87,90.33333333,,3.929299773,,,
1111,826,925.833,99.8333,89.21695381,,0.74972501,,,
1074,785,895,110,87.70949721,,0.411637707,,,
1034,755,861.667,106.667,87.62085585,,0.533237806,,,
1081,808,900.833,92.8333,89.69476029,,1.805457411,,,
1072,800,893.333,93.3333,89.55227222,,1.442845479,,,
1129,840,940.833,100.833,89.28258256,,0.867683629,,,
1116,819,930,111,88.06451613,,0.082122973,,,
1088,795,906.667,111.667,87.68379129,,0.445283815,,,
1140,850,950,100,89.47368421,,1.26022407,,,
1018,753,848.333,95.3333,88.76231386,,0.16910737,,,
1159,870,965.833,95.8333,90.07768424,,2.981137364,,,
1145,836,954.167,118.167,87.61568992,,0.540809151,,,
1013,747,844.167,97.1667,88.48959981,,0.019185745,,,
1145,841,954.167,113.167,88.1397072,,0.0446815,,,
1111,809,925.833,116.833,87.38076953,,0.941516353,,,
1138,854,948.333,94.3333,90.05275573,,2.895675821,,,
1119,819,932.5,113.5,87.82841823,,0.273182841,,,
1088,804,906.667,102.667,88.67643799,,0.105853141,,,
1034,776,861.667,85.6667,90.05799224,,2.913524852,,,
1127,817,939.167,122.167,86.99198332,,1.847163326,,,
1068,784,890,106,88.08988764,,0.068225205,,,
1066,782,888.333,106.333,88.03005179,,0.103063726,,,
1129,844,940.833,96.8333,89.70773772,,1.840500654,,,
1085,799,904.167,105.167,88.36863102,,0.000307786,,,
1114,803,928.333,125.333,86.49913339,,3.429732867,,,
1082,789,901.667,112.667,87.50458872,,0.716559655,,,
1099,811,915.833,104.833,88.55326244,,0.040874832,,,
1068,790,890,100,88.76404494,,0.170534106,,,
1012,757,843.333,86.3333,89.76288133,,1.993162691,,,
1073,808,894.167,86.1667,90.36343323,,4.04953658,,,
1113,818,927.5,109.5,88.19407008,,0.024654373,,,
1099,815,915.833,100.833,88.99002329,,0.40823934,,,
1068,785,890,105,88.20224719,,0.022153345,,,
1053,777,877.5,100.5,88.54700855,,0.038385178,,,
1112,817,926.667,109.667,88.16543591,,0.034466397,,,
1131,821,942.5,121.5,87.10875332,,1.543393455,,,
1118,839,931.667,92.6667,90.05363504,,2.898669193,,,
1181,872,984.167,112.167,88.60284891,,0.063383962,,,
1041,765,867.5,102.5,88.18443804,,0.027771939,,,
1076,776,896.667,120.667,86.54271876,,3.270196388,,,
1114,843,928.333,85.3333,90.80793207,,6.036086752,,,
1115,811,929.167,118.167,87.2824799,,1.141921543,,,
1078,805,898.333,93.3333,89.61042286,,1.585926332,,,
1103,822,919.167,97.1667,89.42879803,,1.161460657,,,
1112,815,926.667,111.667,87.94960865,,0.161185017,,,
1135,839,945.833,106.833,88.70487708,,0.125167284,,,
1016,742,846.667,104.667,87.63776077,,0.508834578,,,
1103,804,919.167,115.167,87.47050318,,0.775428192,,,
1084,815,903.333,88.3333,90.22143551,,3.498202823,,,
1077,795,897.5,102.5,88.57938719,,0.052120888,,,
1130,834,941.667,107.667,88.56634033,,0.046333914,,,
1005,748,837.5,89.5,89.31343284,,0.926109142,,,
1126,842,938.333,96.3333,89.73360204,,1.911347302,,,
1092,798,910,112,87.69230769,,0.433990427,,,
1122,813,935,122,86.95187166,,1.957804106,,,
1122,824,935,111,88.12834225,,0.04961531,,,
1067,777,889.167,112.167,87.38515937,,0.933016557,,,
1104,814,920,106,88.47826087,,0.016173145,,,
1110,821,925,104,88.75675676,,0.164567797,,,
1086,800,905,105,88.39779006,,0.002181158,,,
1163,847,969.167,122.167,87.3946389,,0.914793329,,,
1073,784,894.167,110.167,87.67937086,,0.451202834,,,
1115,835,929.167,94.1667,89.86543861,,2.293260233,,,
1018,726,848.333,122.333,85.57960141,,7.681133448,,,
1137,843,947.5,104.5,88.97097625,,0.384262451,,,
1072,816,893.333,77.3333,91.34331767,,8.953443218,,,
1060,793,883.333,90.3333,89.77361878,,2.023596132,,,
1075,805,895.833,90.8333,89.86049855,,2.278322662,,,
1044,762,870,108,87.5862069,,0.585041863,,,
1028,769,856.667,87.6667,89.76650204,,2.003399187,,,
1140,818,950,132,86.10526316,,5.043725583,,,
1145,861,954.167,93.1667,90.23577634,,3.55205318,,,
1072,789,893.333,104.333,88.32092848,,0.000909548,,,
1052,772,876.667,104.667,88.06080302,,0.0842649,,,
1102,820,918.333,98.3333,89.29222842,,0.885746811,,,
1114,830,928.333,98.3333,89.4075725,,1.116161207,,,
1083,790,902.5,112.5,87.53462604,,0.666608811,,,
1087,805,905.833,100.833,88.86847796,,0.267693214,,,
1100,796,916.667,120.667,86.83633206,,2.294483105,,,
1116,835,930,95,89.78494624,,2.055951765,,,
1091,814,909.167,95.1667,89.53250613,,1.39575071,,,
1030,758,858.333,100.333,88.31071391,,0.001630002,,,
1157,828,964.167,136.167,85.87723911,,6.119924328,,,
1083,802,902.5,100.5,88.86426593,,0.263352417,,,
1056,768,880,112,87.27272727,,1.162860111,,,
1056,785,880,95,89.20454545,,0.728391009,,,
1091,788,909.167,121.167,86.67274549,,2.816830858,,,
1013,738,844.167,106.167,87.42346005,,0.860492111,,,
1088,816,906.667,90.6667,89.99996691,,2.718804337,,,
1155,845,962.5,117.5,87.79220779,,0.312346181,,,
1130,836,941.667,105.667,88.77872964,,0.182878061,,,
1035,756,862.5,106.5,87.65217391,,0.488479769,,,
1126,810,938.333,128.333,86.32329887,,4.111925465,,,
1041,793,867.5,74.5,91.41210375,,9.369822359,,,
1012,753,843.333,90.3333,89.28857284,,0.878879346,,,
1091,808,909.167,101.167,88.87256137,,0.271935317,,,
1111,810,925.833,115.833,87.48878037,,0.743573045,,,
1099,803,915.833,112.833,87.67974074,,0.450706058,,,
1128,817,940,123,86.91489362,,2.062651979,,,
1046,786,871.667,85.6667,90.17204965,,3.315904271,,,
1069,792,890.833,98.8333,88.90555244,,0.307431717,,,
1113,815,927.5,112.5,87.87061995,,0.230848772,,,
1104,816,920,104,88.69565217,,0.118725028,,,
1078,799,898.333,99.3333,88.94251909,,0.34979169,,,
1134,861,945,84,91.11111111,,7.617732045,,,
1117,848,930.833,82.8333,91.10119646,,7.563100971,,,
1014,754,845,91,89.23076923,,0.773840493,,,
1101,798,917.5,119.5,86.97547684,,1.892303837,,,
1111,829,925.833,96.8333,89.54098633,,1.415859971,,,
1076,792,896.667,104.667,88.32710471,,0.000575159,,,
1105,817,920.833,103.833,88.72401402,,0.139074419,,,
1138,848,948.333,100.333,89.42006658,,1.142716936,,,
1010,738,841.667,103.667,87.68313359,,0.446162011,,,
1117,809,930.833,121.833,86.91140086,,2.072696719,,,
1032,763,860,97,88.72093023,,0.136783876,,,
1071,788,892.5,104.5,88.29131653,,0.003572532,,,
1156,840,963.333,123.333,87.19726201,,1.331312555,,,
1063,770,885.833,115.833,86.92383327,,2.037053743,,,
1067,778,889.167,111.167,87.49762418,,0.728399108,,,
1089,811,907.5,96.5,89.36639118,,1.030842201,,,
1135,858,945.833,87.8333,90.71368836,,5.581884275,,,
1025,741,854.167,113.167,86.75118566,,2.559684912,,,
1072,775,893.333,118.333,86.75376371,,2.551442287,,,
1125,839,937.5,98.5,89.49333333,,1.304726252,,,
1015,750,845.833,95.8333,88.66998568,,0.101696249,,,
1098,835,915,80,91.2568306,,8.443344771,,,
1103,814,919.167,105.167,88.55844477,,0.042997164,,,
1057,774,880.833,106.833,87.87136722,,0.230131252,,,
1134,849,945,96,89.84126984,,2.220644334,,,
1060,796,883.333,87.3333,90.11324155,,3.105187996,,,
1146,831,955,124,87.01570681,,1.783240769,,,
1009,740,840.833,100.833,88.00796353,,0.117733845,,,
1083,805,902.5,97.5,89.1966759,,0.715020267,,,
1049,752,874.167,122.167,86.02475271,,5.411832125,,,
1127,837,939.167,102.167,89.12153004,,0.59358218,,,
1096,803,913.333,110.333,87.91974012,,0.186060298,,,
1061,763,884.167,121.167,86.29591469,,4.223734022,,,
1085,799,904.167,105.167,88.36863102,,0.000307786,,,
1067,784,889.167,105.167,88.17241306,,0.031924446,,,
1185,891,987.5,96.5,90.2278481,,3.522231518,,,
1057,774,880.833,106.833,87.87136722,,0.230131252,,,
1138,835,948.333,113.333,88.04924009,,0.091111673,,,
1131,833,942.5,109.5,88.38196286,,0.000953307,,,
1033,762,860.833,98.8333,88.51891133,,0.028164943,,,
1072,799,893.333,94.3333,89.44033188,,1.186453996,,,
1031,750,859.167,109.167,87.29385556,,1.117738719,,,
1016,737,846.667,109.667,87.04720982,,1.700096186,,,
1123,855,935.833,80.8333,91.36245463,,9.068333835,,,
1056,785,880,95,89.20454545,,0.728391009,,,
1138,853,948.333,95.3333,89.94730754,,2.547919401,,,
1085,792,904.167,112.167,87.59443775,,0.57251837,,,
1127,837,939.167,102.167,89.12153004,,0.59358218,,,
1107,838,922.5,84.5,90.8401084,,6.195226589,,,
1037,747,864.167,117.167,86.44162529,,3.646044756,,,
1092,798,910,112,87.69230769,,0.433990427,,,
1061,769,884.167,115.167,86.97451952,,1.894938551,,,
1050,763,875,112,87.2,,1.325001719,,,
1143,844,952.5,108.5,88.60892388,,0.066479761,,,
1098,822,915,93,89.83606557,,2.2051608,,,
1193,880,994.167,114.167,88.51631567,,0.02730045,,,
1100,815,916.667,101.667,88.90905858,,0.31133207,,,
1092,803,910,107,88.24175824,,0.011952819,,,
1048,763,873.333,110.333,87.36644556,,0.96951914,,,
1131,857,942.5,85.5,90.92838196,,6.642448346,,,
1163,866,969.167,103.167,89.35508535,,1.008012298,,,
1098,841,915,74,91.91256831,,12.68414774,,,
1188,880,990,110,88.88888889,,0.289230667,,,
1145,861,954.167,93.1667,90.23577634,,3.55205318,,,
1085,808,904.167,96.1667,89.36402235,,1.026037647,,,
1121,840,934.167,94.1667,89.91968246,,2.460491106,,,
1056,779,880,101,88.52272727,,0.029460318,,,
1059,797,882.5,85.5,90.31161473,,3.843668239,,,
1097,812,914.167,102.167,88.82403325,,0.223677971,,,
1101,805,917.5,112.5,87.73841962,,0.375361553,,,
1062,787,885,98,88.92655367,,0.331161672,,,
1131,825,942.5,117.5,87.5331565,,0.669010616,,,
1008,739,840,101,87.97619048,,0.140547546,,,
1069,784,890.833,106.833,88.00751656,,0.118040778,,,
1099,794,915.833,121.833,86.69702883,,2.735909074,,,
1062,794,885,91,89.71751412,,1.867122567,,,
1140,837,950,113,88.10526316,,0.060429455,,,
1098,811,915,104,88.63387978,,0.07997165,,,
1085,825,904.167,79.1667,91.24420599,,8.370136408,,,
1074,780,895,115,87.15083799,,1.440598145,,,
1041,766,867.5,101.5,88.29971182,,0.002639429,,,
1071,784,892.5,108.5,87.84313725,,0.258013137,,,
1127,841,939.167,98.1667,89.54743938,,1.431258562,,,
1074,776,895,119,86.70391061,,2.713190671,,,
1048,751,873.333,122.333,85.99239923,,5.563408875,,,
1110,817,925,108,88.32432432,,0.000716251,,,
1042,779,868.333,89.3333,89.71212657,,1.852428191,,,
1074,798,895,97,89.16201117,,0.657597707,,,
1084,802,903.333,101.333,88.78232058,,0.18596224,,,
1106,826,921.667,95.6667,89.62022075,,1.610699999,,,
1061,772,884.167,112.167,87.31382194,,1.075919206,,,
1055,777,879.167,102.167,88.37911341,,0.000785469,,,
1040,751,866.667,115.667,86.65381283,,2.880740269,,,
1094,810,911.667,101.667,88.84823077,,0.247151738,,,
1075,795,895.833,100.833,88.74421907,,0.154552673,,,
1146,845,955,110,88.48167539,,0.017053279,,,
1023,753,852.5,99.5,88.32844575,,0.000512635,,,
1082,795,901.667,106.667,88.17002286,,0.032784292,,,
1141,832,950.833,118.833,87.50222174,,0.720572559,,,
1138,854,948.333,94.3333,90.05275573,,2.895675821,,,
1088,808,906.667,98.6667,89.11761429,,0.587563803,,,
1059,768,882.5,114.5,87.02549575,,1.757192664,,,
1129,825,940.833,115.833,87.68825073,,0.439352171,,,
1122,818,935,117,87.48663102,,0.747284477,,,
1057,777,880.833,103.833,88.21195391,,0.019358069,,,
1142,841,951.667,110.667,88.37124751,,0.000406438,,,
1038,766,865,99,88.55491329,,0.041545081,,,
1136,851,946.667,95.6667,89.89433454,,2.381612396,,,
1089,800,907.5,107.5,88.15426997,,0.038737017,,,
1094,803,911.667,108.667,88.08040655,,0.073268008,,,
1072,791,893.333,102.333,88.54480916,,0.037528201,,,
1098,802,915,113,87.65027322,,0.491140215,,,
1027,755,855.833,100.833,88.21814536,,0.01767353,,,
1095,800,912.5,112.5,87.67123288,,0.462201887,,,
1008,725,840,115,86.30952381,,4.167981037,,,
1141,845,950.833,105.833,88.86944395,,0.268693731,,,
1095,813,912.5,99.5,89.09589041,,0.554731838,,,
1120,836,933.333,97.3333,89.57146056,,1.489311165,,,
1082,799,901.667,102.667,88.61364561,,0.068936926,,,
1040,768,866.667,98.6667,88.61535053,,0.069835114,,,
1047,769,872.5,103.5,88.13753582,,0.045604189,,,
1016,760,846.667,86.6667,89.76374419,,1.995599793,,,
1070,805,891.667,86.6667,90.28034008,,3.722016722,,,
1103,805,919.167,114.167,87.57929734,,0.595659569,,,
1156,851,963.333,112.333,88.33913091,,0.000142953,,,
1152,854,960,106,88.95833333,,0.368747879,,,
1099,815,915.833,100.833,88.99002329,,0.40823934,,,
1031,755,859.167,104.167,87.8758146,,0.225884038,,,
1086,809,905,96,89.39226519,,1.084051635,,,
1052,773,876.667,103.667,88.17487142,,0.031051999,,,
1087,809,905.833,96.8333,89.31006046,,0.91962974,,,
1099,810,915.833,105.833,88.44407223,,0.008646217,,,
1025,758,854.167,96.1667,88.74142878,,0.15236656,,,
1101,813,917.5,104.5,88.61035422,,0.067219395,,,
1083,802,902.5,100.5,88.86426593,,0.263352417,,,
1089,806,907.5,101.5,88.815427,,0.215611457,,,
1139,848,949.167,101.167,89.34149628,,0.980910166,,,
1121,825,934.167,109.167,88.31397384,,0.001377401,,,
1080,793,900,107,88.11111111,,0.057588518,,,
1072,778,893.333,115.333,87.08958473,,1.591388444,,,
1025,743,854.167,111.167,86.98533191,,1.86528749,,,
1058,771,881.667,110.667,87.44798206,,0.815598874,,,
1011,737,842.5,105.5,87.47774481,,0.762726918,,,
1057,776,880.833,104.833,88.09842501,,0.063838175,,,
1108,801,923.333,122.333,86.75093385,,2.560490727,,,
1094,808,911.667,103.667,88.62885242,,0.077153523,,,
1057,782,880.833,98.8333,88.7795984,,0.18362186,,,
1045,770,870.833,100.833,88.42108648,,0.0048999,,,
1079,787,899.167,112.167,87.52545411,,0.681669975,,,
1162,875,968.333,93.3333,90.36147689,,4.04166674,,,
1108,815,923.333,108.333,88.26717988,,0.007040437,,,
1124,838,936.667,98.6667,89.46616033,,1.243388113,,,
1057,765,880.833,115.833,86.84960713,,2.254442361,,,
1091,805,909.167,104.167,88.54258899,,0.036672938,,,
1141,869,950.833,81.8333,91.3935465,,9.256558658,,,
1046,767,871.667,104.667,87.99231817,,0.128715212,,,
1060,785,883.333,98.3333,88.86795806,,0.2671555,,,
1082,799,901.667,102.667,88.61364561,,0.068936926,,,
1071,799,892.5,93.5,89.52380952,,1.375277672,,,
1090,820,908.333,88.3333,90.27526249,,3.702450571,,,
1119,824,932.5,108.5,88.36461126,,0.0001829,,,
1144,842,953.333,111.333,88.3217092,,0.000863066,,,
1056,772,880,108,87.72727273,,0.389144484,,,
1073,799,894.167,95.1667,89.35690984,,1.011679201,,,
1158,860,965,105,89.11917098,,0.589952715,,,
1012,746,843.333,97.3333,88.45853299,,0.011544599,,,
1092,800,910,110,87.91208791,,0.192720366,,,
1102,813,918.333,105.333,88.52997769,,0.03200181,,,
1086,786,905,119,86.85082873,,2.250775449,,,
1107,811,922.5,111.5,87.91327913,,0.191675895,,,
1027,752,855.833,103.833,87.86760969,,0.233750497,,,
1111,808,925.833,117.833,87.27275869,,1.162792345,,,
1031,760,859.167,99.1667,88.45777363,,0.011381997,,,
1087,803,905.833,102.833,88.64768671,,0.087971278,,,
1091,790,909.167,119.167,86.89272708,,2.126814214,,,
1094,809,911.667,102.667,88.73854159,,0.150120916,,,
1136,839,946.667,107.667,88.62672936,,0.075978604,,,
1098,800,915,115,87.43169399,,0.845283858,,,
1120,796,933.333,137.333,85.28574474,,9.396324306,,,
1088,786,906.667,120.667,86.6911446,,2.755409406,,,
1156,865,963.333,98.3333,89.79241861,,2.077436272,,,
1147,863,955.833,92.8333,90.28773855,,3.750618484,,,
1071,794,892.5,98.5,88.96358543,,0.375154099,,,
1079,789,899.167,110.167,87.74788221,,0.363856252,,,
1119,834,932.5,98.5,89.43699732,,1.179200808,,,
1106,811,921.667,110.667,87.9927349,,0.128416361,,,
1018,729,848.333,119.333,85.93323612,,5.846003782,,,
1089,815,907.5,92.5,89.80716253,,2.120155409,,,
1099,810,915.833,105.833,88.44407223,,0.008646217,,,
1071,779,892.5,113.5,87.28291317,,1.140995747,,,
1100,799,916.667,117.667,87.16360467,,1.410114741,,,
1127,830,939.167,109.167,88.37618869,,0.000630085,,,
1067,791,889.167,98.1667,88.95966674,,0.370369074,,,
1024,764,853.333,89.3333,89.53128497,,1.392866807,,,
1157,843,964.167,121.167,87.43298619,,0.842909438,,,
1189,876,990.833,114.833,88.41045867,,0.003524973,,,
1064,796,886.667,90.6667,89.77440234,,2.025826018,,,
1153,833,960.833,127.833,86.69560683,,2.740615213,,,
1078,801,898.333,97.3333,89.16515368,,0.662704249,,,
1019,752,849.167,97.1667,88.55737446,,0.042554439,,,
